arrival_date,booking_ts,stay_nights,channel,segment,origin,price_at_booking,cancelled,property_id
2022-01-06,2021-11-20T00:00:00Z,1,ota,business,CA,168.77,False,P001
2022-01-06,2021-12-14T00:00:00Z,3,direct,leisure,CA,138.82,False,P001
2022-01-06,2021-12-14T00:00:00Z,5,direct,leisure,GB,151.36,True,P001
2022-01-06,2021-12-26T00:00:00Z,1,ota,leisure,US,149.77,False,P001
2022-01-06,2021-11-07T00:00:00Z,1,direct,business,GB,187.33,True,P001
2022-01-06,2021-12-09T00:00:00Z,7,ota,leisure,MX,93.92,False,P001
2022-01-06,2021-11-17T00:00:00Z,4,direct,leisure,GB,125.87,False,P001
2022-01-06,2022-01-01T00:00:00Z,2,ota,business,MX,151.75,False,P001
2022-01-06,2021-12-30T00:00:00Z,4,ota,leisure,GB,155.39,False,P001
2022-01-06,2021-12-27T00:00:00Z,3,ota,business,US,130.94,False,P001
2022-01-06,2021-12-25T00:00:00Z,2,direct,business,DE,141.33,False,P001
2022-01-06,2021-12-20T00:00:00Z,3,ota,leisure,CA,128.52,False,P001
2022-01-07,2021-11-19T00:00:00Z,5,ota,business,MX,139.19,False,P001
2022-01-07,2021-11-08T00:00:00Z,5,direct,business,MX,144.57,False,P001
2022-01-07,2022-01-02T00:00:00Z,2,direct,business,US,141.94,False,P001
2022-01-07,2021-12-25T00:00:00Z,3,direct,business,GB,182.67,False,P001
2022-01-07,2021-12-25T00:00:00Z,1,ota,business,MX,128.49,True,P001
2022-01-07,2021-12-15T00:00:00Z,3,direct,leisure,GB,164.74,False,P001
2022-01-07,2021-12-07T00:00:00Z,1,direct,business,US,123.19,False,P001
2022-01-07,2021-11-08T00:00:00Z,1,direct,leisure,DE,143.57,False,P001
2022-01-07,2021-12-05T00:00:00Z,7,ota,business,MX,194.0,False,P001
2022-01-07,2021-12-19T00:00:00Z,4,direct,leisure,US,108.07,False,P001
2022-01-07,2021-12-26T00:00:00Z,2,ota,leisure,DE,124.91,False,P001
2022-01-07,2021-11-08T00:00:00Z,3,direct,business,DE,107.32,False,P001
2022-01-08,2021-11-26T00:00:00Z,3,direct,leisure,CA,136.3,False,P001
2022-01-08,2022-01-04T00:00:00Z,3,ota,business,DE,130.02,False,P001
2022-01-08,2021-12-26T00:00:00Z,2,ota,leisure,US,133.32,True,P001
2022-01-08,2021-11-20T00:00:00Z,1,ota,leisure,CA,111.61,False,P001
2022-01-08,2021-12-02T00:00:00Z,5,ota,business,GB,159.54,False,P001
2022-01-08,2021-11-29T00:00:00Z,5,ota,business,CA,195.85,False,P001
2022-01-08,2021-12-05T00:00:00Z,7,direct,business,DE,88.59,False,P001
2022-01-08,2021-12-20T00:00:00Z,9,ota,leisure,GB,133.29,False,P001
2022-01-08,2021-12-30T00:00:00Z,6,direct,leisure,DE,131.34,False,P001
2022-01-08,2021-12-08T00:00:00Z,4,direct,leisure,CA,143.09,False,P001
2022-01-08,2021-12-27T00:00:00Z,3,ota,leisure,US,140.81,False,P001
2022-01-08,2022-01-03T00:00:00Z,5,ota,business,CA,166.58,False,P001
2022-01-08,2022-01-04T00:00:00Z,2,ota,business,DE,176.42,False,P001
2022-01-08,2022-01-04T00:00:00Z,1,ota,business,DE,143.24,True,P001
2022-01-08,2021-12-28T00:00:00Z,1,direct,leisure,DE,156.87,False,P001
2022-01-08,2021-12-10T00:00:00Z,5,ota,business,CA,135.57,False,P001
2022-01-09,2022-01-07T00:00:00Z,4,ota,leisure,MX,182.6,False,P001
2022-01-09,2021-12-07T00:00:00Z,7,direct,leisure,GB,155.45,False,P001
2022-01-09,2021-12-30T00:00:00Z,5,direct,business,GB,216.4,False,P001
2022-01-09,2021-11-15T00:00:00Z,4,direct,business,DE,112.1,False,P001
2022-01-09,2022-01-05T00:00:00Z,1,direct,leisure,MX,163.68,False,P001
2022-01-09,2021-12-17T00:00:00Z,2,direct,leisure,CA,155.74,False,P001
2022-01-09,2021-12-10T00:00:00Z,6,ota,business,US,123.43,False,P001
2022-01-10,2021-12-20T00:00:00Z,1,direct,business,MX,123.29,False,P001
2022-01-10,2021-12-10T00:00:00Z,3,ota,leisure,MX,84.05,False,P001
2022-01-10,2021-12-29T00:00:00Z,2,direct,leisure,US,87.23,False,P001
2022-01-10,2022-01-02T00:00:00Z,3,ota,business,MX,204.51,False,P001
2022-01-10,2022-01-04T00:00:00Z,1,direct,leisure,US,103.65,False,P001
2022-01-10,2021-12-31T00:00:00Z,3,ota,leisure,GB,190.2,False,P001
2022-01-10,2021-11-11T00:00:00Z,2,direct,leisure,US,164.21,False,P001
2022-01-10,2021-12-24T00:00:00Z,1,ota,leisure,CA,176.36,False,P001
2022-01-10,2021-11-15T00:00:00Z,2,direct,leisure,CA,160.6,False,P001
2022-01-10,2021-12-30T00:00:00Z,2,direct,leisure,DE,148.06,True,P001
2022-01-10,2021-12-20T00:00:00Z,3,direct,leisure,GB,125.03,False,P001
2022-01-10,2022-01-06T00:00:00Z,3,direct,business,DE,156.71,False,P001
2022-01-10,2021-11-21T00:00:00Z,4,direct,business,MX,143.61,False,P001
2022-01-11,2022-01-06T00:00:00Z,8,direct,business,CA,141.3,False,P001
2022-01-11,2022-01-07T00:00:00Z,1,ota,business,MX,199.28,False,P001
2022-01-11,2022-01-09T00:00:00Z,1,direct,business,CA,175.19,False,P001
2022-01-11,2021-12-13T00:00:00Z,5,ota,business,MX,119.8,True,P001
2022-01-11,2022-01-06T00:00:00Z,1,direct,business,CA,165.53,False,P001
2022-01-11,2022-01-01T00:00:00Z,2,ota,leisure,DE,204.6,False,P001
2022-01-11,2022-01-01T00:00:00Z,1,direct,business,GB,165.48,False,P001
2022-01-11,2022-01-01T00:00:00Z,3,ota,business,DE,118.18,False,P001
2022-01-11,2021-12-25T00:00:00Z,5,direct,business,MX,115.27,False,P001
2022-01-11,2021-12-28T00:00:00Z,3,ota,leisure,CA,112.54,False,P001
2022-01-11,2021-12-19T00:00:00Z,3,direct,business,GB,136.17,False,P001
2022-01-11,2021-12-25T00:00:00Z,1,ota,leisure,MX,136.11,False,P001
2022-01-11,2022-01-04T00:00:00Z,3,ota,leisure,DE,78.34,False,P001
2022-01-11,2022-01-05T00:00:00Z,2,ota,business,MX,114.05,False,P001
2022-01-11,2022-01-01T00:00:00Z,5,direct,leisure,US,138.09,False,P001
2022-01-11,2022-01-06T00:00:00Z,1,direct,leisure,CA,117.06,False,P001
2022-01-11,2022-01-09T00:00:00Z,4,ota,leisure,US,144.37,False,P001
2022-01-11,2021-11-27T00:00:00Z,6,direct,leisure,MX,186.06,False,P001
2022-01-11,2021-12-17T00:00:00Z,2,direct,leisure,US,101.9,False,P001
2022-01-11,2022-01-02T00:00:00Z,1,direct,business,MX,154.51,False,P001
2022-01-12,2022-01-10T00:00:00Z,2,direct,leisure,US,158.61,False,P001
2022-01-12,2022-01-06T00:00:00Z,2,ota,leisure,MX,154.13,False,P001
2022-01-12,2022-01-08T00:00:00Z,4,ota,business,CA,128.94,False,P001
2022-01-12,2022-01-04T00:00:00Z,2,ota,leisure,DE,130.59,True,P001
2022-01-12,2021-11-13T00:00:00Z,1,ota,business,DE,165.81,False,P001
2022-01-12,2022-01-04T00:00:00Z,2,ota,business,MX,137.3,False,P001
2022-01-12,2021-12-22T00:00:00Z,2,direct,leisure,MX,141.85,False,P001
2022-01-12,2021-11-30T00:00:00Z,5,ota,business,GB,166.36,False,P001
2022-01-12,2021-12-20T00:00:00Z,5,direct,leisure,GB,124.29,False,P001
2022-01-12,2021-12-17T00:00:00Z,1,direct,business,US,161.92,False,P001
2022-01-12,2022-01-06T00:00:00Z,6,ota,business,MX,98.52,False,P001
2022-01-12,2021-12-03T00:00:00Z,1,ota,business,CA,155.72,False,P001
2022-01-12,2021-12-15T00:00:00Z,4,ota,business,DE,148.14,False,P001
2022-01-12,2021-11-19T00:00:00Z,2,ota,leisure,DE,149.43,False,P001
2022-01-12,2021-12-28T00:00:00Z,1,direct,business,DE,138.28,False,P001
2022-01-12,2021-12-22T00:00:00Z,3,direct,business,CA,160.35,False,P001
2022-01-12,2022-01-10T00:00:00Z,4,ota,leisure,US,99.38,False,P001
2022-01-13,2022-01-02T00:00:00Z,4,direct,leisure,US,112.53,False,P001
2022-01-13,2022-01-06T00:00:00Z,1,ota,leisure,DE,129.58,False,P001
2022-01-13,2022-01-01T00:00:00Z,2,ota,leisure,CA,152.67,False,P001
2022-01-13,2021-12-11T00:00:00Z,5,direct,business,US,203.33,True,P001
2022-01-13,2021-12-18T00:00:00Z,5,ota,leisure,US,162.8,False,P001
2022-01-13,2022-01-06T00:00:00Z,6,ota,leisure,CA,137.5,True,P001
2022-01-13,2022-01-11T00:00:00Z,2,ota,business,US,132.5,False,P001
2022-01-13,2021-12-21T00:00:00Z,1,direct,business,US,163.93,True,P001
2022-01-13,2022-01-06T00:00:00Z,2,direct,leisure,CA,213.88,False,P001
2022-01-13,2022-01-09T00:00:00Z,1,ota,business,US,198.6,False,P001
2022-01-13,2021-12-25T00:00:00Z,4,direct,leisure,US,95.1,False,P001
2022-01-13,2021-12-20T00:00:00Z,5,direct,business,CA,170.98,False,P001
2022-01-14,2021-12-16T00:00:00Z,4,direct,business,DE,184.02,False,P001
2022-01-14,2021-12-29T00:00:00Z,2,direct,business,CA,132.6,False,P001
2022-01-14,2022-01-11T00:00:00Z,1,ota,business,GB,135.95,False,P001
2022-01-14,2021-12-30T00:00:00Z,7,direct,business,US,156.54,False,P001
2022-01-14,2021-11-29T00:00:00Z,2,direct,leisure,GB,130.73,True,P001
2022-01-14,2021-12-07T00:00:00Z,2,direct,business,GB,126.33,False,P001
2022-01-14,2022-01-08T00:00:00Z,3,ota,business,GB,184.99,False,P001
2022-01-14,2021-12-04T00:00:00Z,3,ota,leisure,MX,147.75,False,P001
2022-01-14,2022-01-09T00:00:00Z,3,ota,leisure,DE,160.85,False,P001
2022-01-15,2022-01-05T00:00:00Z,3,ota,business,DE,116.35,False,P001
2022-01-15,2022-01-12T00:00:00Z,5,direct,business,GB,179.67,False,P001
2022-01-15,2022-01-09T00:00:00Z,1,direct,leisure,MX,109.32,False,P001
2022-01-15,2021-12-16T00:00:00Z,2,ota,leisure,CA,159.55,False,P001
2022-01-15,2022-01-04T00:00:00Z,1,ota,business,CA,167.5,False,P001
2022-01-15,2021-11-19T00:00:00Z,6,direct,business,US,104.21,False,P001
2022-01-15,2021-12-30T00:00:00Z,1,direct,business,DE,155.52,False,P001
2022-01-15,2021-12-26T00:00:00Z,1,direct,business,CA,190.56,False,P001
2022-01-15,2021-12-23T00:00:00Z,2,direct,leisure,DE,153.68,True,P001
2022-01-15,2021-12-30T00:00:00Z,5,ota,leisure,GB,147.42,False,P001
2022-01-15,2022-01-07T00:00:00Z,2,direct,business,CA,128.87,False,P001
2022-01-15,2022-01-07T00:00:00Z,2,direct,leisure,GB,146.62,False,P001
2022-01-15,2022-01-08T00:00:00Z,1,ota,leisure,GB,153.05,False,P001
2022-01-15,2022-01-07T00:00:00Z,4,direct,business,US,107.41,False,P001
2022-01-15,2021-12-30T00:00:00Z,5,ota,leisure,MX,163.28,False,P001
2022-01-15,2021-11-16T00:00:00Z,4,direct,business,MX,158.17,False,P001
2022-01-15,2022-01-01T00:00:00Z,4,direct,leisure,CA,183.5,False,P001
2022-01-15,2022-01-04T00:00:00Z,3,ota,leisure,MX,98.78,True,P001
2022-01-15,2022-01-06T00:00:00Z,2,ota,leisure,US,143.47,False,P001
2022-01-15,2022-01-11T00:00:00Z,2,direct,business,US,120.37,False,P001
2022-01-16,2022-01-06T00:00:00Z,1,ota,business,DE,120.37,False,P001
2022-01-16,2022-01-01T00:00:00Z,2,direct,business,CA,159.04,False,P001
2022-01-16,2021-12-28T00:00:00Z,3,ota,leisure,CA,157.68,False,P001
2022-01-16,2022-01-08T00:00:00Z,4,direct,leisure,MX,135.5,False,P001
2022-01-16,2021-12-23T00:00:00Z,3,direct,leisure,US,205.84,False,P001
2022-01-16,2021-12-27T00:00:00Z,5,ota,leisure,DE,192.71,False,P001
2022-01-16,2021-11-17T00:00:00Z,2,direct,leisure,MX,145.5,False,P001
2022-01-16,2021-12-22T00:00:00Z,1,direct,business,GB,122.71,False,P001
2022-01-16,2022-01-02T00:00:00Z,2,direct,leisure,GB,195.16,False,P001
2022-01-16,2021-12-31T00:00:00Z,3,ota,leisure,CA,164.42,False,P001
2022-01-16,2022-01-15T00:00:00Z,2,direct,business,US,168.93,False,P001
2022-01-16,2022-01-09T00:00:00Z,1,direct,business,US,163.34,False,P001
2022-01-17,2022-01-11T00:00:00Z,3,ota,leisure,GB,123.27,False,P001
2022-01-17,2022-01-05T00:00:00Z,1,ota,business,CA,132.35,False,P001
2022-01-17,2021-12-22T00:00:00Z,3,ota,leisure,MX,167.73,False,P001
2022-01-17,2021-12-26T00:00:00Z,1,direct,business,DE,174.0,True,P001
2022-01-17,2021-11-18T00:00:00Z,1,ota,leisure,CA,153.94,False,P001
2022-01-17,2021-12-22T00:00:00Z,1,ota,business,MX,164.81,False,P001
2022-01-17,2022-01-01T00:00:00Z,5,direct,business,GB,135.83,False,P001
2022-01-17,2021-11-18T00:00:00Z,2,direct,business,US,193.62,False,P001
2022-01-17,2022-01-03T00:00:00Z,2,direct,business,DE,226.48,False,P001
2022-01-17,2022-01-14T00:00:00Z,4,ota,leisure,GB,152.6,False,P001
2022-01-17,2021-12-18T00:00:00Z,2,ota,leisure,DE,205.35,False,P001
2022-01-17,2021-11-18T00:00:00Z,2,ota,business,MX,69.46,False,P001
2022-01-18,2022-01-11T00:00:00Z,2,direct,business,US,136.06,False,P001
2022-01-18,2022-01-13T00:00:00Z,4,ota,business,MX,143.12,True,P001
2022-01-18,2021-12-12T00:00:00Z,1,ota,leisure,DE,186.92,False,P001
2022-01-18,2022-01-08T00:00:00Z,2,direct,leisure,MX,160.8,False,P001
2022-01-18,2021-12-04T00:00:00Z,6,direct,leisure,CA,155.24,False,P001
2022-01-18,2022-01-12T00:00:00Z,5,direct,business,CA,150.97,True,P001
2022-01-18,2022-01-08T00:00:00Z,3,ota,leisure,GB,132.88,False,P001
2022-01-18,2021-11-19T00:00:00Z,1,direct,leisure,US,211.32,False,P001
2022-01-18,2022-01-12T00:00:00Z,3,ota,business,MX,166.94,False,P001
2022-01-18,2021-12-21T00:00:00Z,4,direct,leisure,CA,119.38,False,P001
2022-01-18,2022-01-05T00:00:00Z,2,ota,business,MX,135.19,False,P001
2022-01-18,2022-01-11T00:00:00Z,6,direct,leisure,CA,146.38,False,P001
2022-01-18,2021-12-26T00:00:00Z,3,direct,business,MX,142.67,True,P001
2022-01-19,2022-01-13T00:00:00Z,3,ota,leisure,MX,157.99,True,P001
2022-01-19,2021-12-31T00:00:00Z,5,ota,leisure,MX,137.93,False,P001
2022-01-19,2021-12-06T00:00:00Z,2,ota,business,DE,94.31,False,P001
2022-01-19,2022-01-13T00:00:00Z,2,direct,business,MX,204.51,False,P001
2022-01-19,2022-01-06T00:00:00Z,3,ota,business,MX,146.27,False,P001
2022-01-19,2022-01-14T00:00:00Z,3,ota,business,MX,142.54,False,P001
2022-01-19,2022-01-16T00:00:00Z,4,direct,leisure,US,163.69,False,P001
2022-01-19,2022-01-07T00:00:00Z,1,direct,leisure,GB,143.23,False,P001
2022-01-19,2022-01-10T00:00:00Z,1,ota,leisure,US,77.42,False,P001
2022-01-19,2022-01-11T00:00:00Z,7,direct,leisure,DE,113.33,False,P001
2022-01-19,2021-11-20T00:00:00Z,2,direct,business,US,75.61,True,P001
2022-01-19,2022-01-16T00:00:00Z,4,direct,business,US,134.21,False,P001
2022-01-19,2021-12-09T00:00:00Z,2,direct,leisure,DE,150.71,False,P001
2022-01-19,2021-12-10T00:00:00Z,2,ota,business,DE,192.03,False,P001
2022-01-19,2021-12-08T00:00:00Z,1,ota,business,DE,213.19,False,P001
2022-01-19,2022-01-10T00:00:00Z,5,direct,business,GB,163.53,False,P001
2022-01-19,2022-01-10T00:00:00Z,1,direct,leisure,GB,195.14,False,P001
2022-01-19,2021-12-19T00:00:00Z,4,ota,leisure,GB,174.33,True,P001
2022-01-20,2021-12-20T00:00:00Z,5,direct,business,MX,125.27,False,P001
2022-01-20,2022-01-05T00:00:00Z,7,direct,business,CA,157.21,False,P001
2022-01-20,2021-12-29T00:00:00Z,9,ota,leisure,CA,130.58,False,P001
2022-01-20,2022-01-09T00:00:00Z,5,ota,business,CA,152.08,True,P001
2022-01-20,2022-01-07T00:00:00Z,1,ota,leisure,US,128.08,False,P001
2022-01-20,2021-12-12T00:00:00Z,3,ota,leisure,GB,180.33,True,P001
2022-01-20,2022-01-10T00:00:00Z,1,direct,business,GB,207.34,False,P001
2022-01-20,2022-01-17T00:00:00Z,1,ota,business,CA,185.04,False,P001
2022-01-20,2022-01-14T00:00:00Z,5,direct,leisure,CA,114.04,False,P001
2022-01-20,2022-01-09T00:00:00Z,1,direct,business,US,163.2,False,P001
2022-01-20,2022-01-10T00:00:00Z,2,direct,business,MX,187.83,False,P001
2022-01-20,2021-12-30T00:00:00Z,1,direct,leisure,DE,136.06,False,P001
2022-01-20,2022-01-07T00:00:00Z,3,ota,leisure,US,115.36,False,P001
2022-01-20,2022-01-13T00:00:00Z,1,ota,leisure,GB,178.56,False,P001
2022-01-20,2021-12-24T00:00:00Z,3,direct,business,DE,95.98,False,P001
2022-01-20,2021-12-15T00:00:00Z,2,direct,leisure,MX,189.49,False,P001
2022-01-21,2022-01-13T00:00:00Z,1,direct,leisure,US,124.58,True,P001
2022-01-21,2022-01-16T00:00:00Z,5,direct,business,CA,143.31,False,P001
2022-01-21,2022-01-18T00:00:00Z,2,ota,leisure,GB,159.46,False,P001
2022-01-21,2021-11-22T00:00:00Z,1,ota,business,MX,138.6,False,P001
2022-01-21,2021-12-31T00:00:00Z,3,ota,leisure,CA,129.06,True,P001
2022-01-21,2021-11-22T00:00:00Z,2,direct,business,MX,118.79,False,P001
2022-01-21,2021-12-06T00:00:00Z,6,ota,business,GB,180.06,False,P001
2022-01-21,2021-12-27T00:00:00Z,7,ota,business,US,173.69,False,P001
2022-01-21,2021-11-22T00:00:00Z,5,ota,leisure,US,197.08,False,P001
2022-01-21,2022-01-15T00:00:00Z,2,ota,leisure,GB,131.64,False,P001
2022-01-21,2022-01-08T00:00:00Z,3,direct,business,DE,115.9,False,P001
2022-01-21,2022-01-15T00:00:00Z,2,direct,leisure,US,99.42,False,P001
2022-01-21,2022-01-15T00:00:00Z,1,direct,business,MX,145.7,True,P001
2022-01-21,2021-12-24T00:00:00Z,1,direct,leisure,GB,152.04,False,P001
2022-01-21,2021-11-22T00:00:00Z,1,direct,leisure,DE,173.77,False,P001
2022-01-21,2021-12-14T00:00:00Z,1,ota,leisure,DE,196.63,False,P001
2022-01-21,2022-01-15T00:00:00Z,4,direct,business,GB,154.5,False,P001
2022-01-22,2021-12-31T00:00:00Z,3,ota,leisure,CA,179.13,False,P001
2022-01-22,2021-12-07T00:00:00Z,1,direct,leisure,DE,115.87,False,P001
2022-01-22,2022-01-02T00:00:00Z,3,direct,leisure,GB,133.76,False,P001
2022-01-22,2022-01-15T00:00:00Z,5,direct,business,CA,154.97,False,P001
2022-01-22,2022-01-15T00:00:00Z,3,direct,business,US,122.54,False,P001
2022-01-22,2022-01-16T00:00:00Z,1,ota,business,CA,193.1,False,P001
2022-01-22,2022-01-19T00:00:00Z,3,ota,business,GB,129.77,False,P001
2022-01-22,2022-01-19T00:00:00Z,2,direct,leisure,MX,148.05,False,P001
2022-01-22,2022-01-05T00:00:00Z,2,direct,leisure,US,137.79,False,P001
2022-01-22,2022-01-14T00:00:00Z,2,ota,leisure,MX,93.69,False,P001
2022-01-22,2022-01-11T00:00:00Z,2,ota,business,US,206.55,False,P001
2022-01-23,2022-01-15T00:00:00Z,3,ota,leisure,US,137.18,False,P001
2022-01-23,2022-01-05T00:00:00Z,5,ota,leisure,CA,113.98,True,P001
2022-01-23,2021-11-30T00:00:00Z,5,direct,business,US,129.19,False,P001
2022-01-23,2022-01-17T00:00:00Z,3,ota,leisure,CA,126.1,False,P001
2022-01-23,2021-12-08T00:00:00Z,5,ota,leisure,DE,142.57,False,P001
2022-01-23,2021-12-31T00:00:00Z,3,direct,leisure,GB,195.98,False,P001
2022-01-23,2021-12-19T00:00:00Z,1,direct,business,MX,204.7,False,P001
2022-01-23,2021-11-24T00:00:00Z,4,ota,leisure,GB,157.09,False,P001
2022-01-23,2022-01-17T00:00:00Z,2,direct,leisure,MX,135.45,False,P001
2022-01-23,2022-01-02T00:00:00Z,4,ota,business,CA,141.52,False,P001
2022-01-23,2022-01-10T00:00:00Z,6,direct,leisure,CA,186.44,False,P001
2022-01-23,2022-01-14T00:00:00Z,1,ota,business,MX,153.85,True,P001
2022-01-24,2022-01-14T00:00:00Z,3,direct,business,CA,157.72,False,P001
2022-01-24,2022-01-05T00:00:00Z,6,ota,business,CA,162.3,False,P001
2022-01-24,2021-12-04T00:00:00Z,2,direct,business,US,140.46,False,P001
2022-01-24,2021-11-27T00:00:00Z,5,direct,leisure,GB,171.32,False,P001
2022-01-24,2022-01-13T00:00:00Z,1,ota,business,GB,139.39,False,P001
2022-01-24,2021-11-25T00:00:00Z,2,ota,leisure,US,167.77,False,P001
2022-01-24,2021-12-29T00:00:00Z,4,direct,business,US,154.49,False,P001
2022-01-24,2022-01-01T00:00:00Z,1,direct,leisure,MX,150.12,False,P001
2022-01-24,2022-01-06T00:00:00Z,2,direct,business,MX,133.73,False,P001
2022-01-24,2022-01-06T00:00:00Z,4,direct,leisure,DE,146.69,False,P001
2022-01-24,2021-12-27T00:00:00Z,1,ota,business,DE,199.05,False,P001
2022-01-24,2021-12-27T00:00:00Z,3,ota,business,US,179.94,True,P001
2022-01-24,2022-01-01T00:00:00Z,2,direct,leisure,CA,109.65,True,P001
2022-01-24,2022-01-18T00:00:00Z,4,direct,leisure,MX,195.39,False,P001
2022-01-25,2022-01-20T00:00:00Z,1,ota,business,GB,155.01,False,P001
2022-01-25,2022-01-22T00:00:00Z,2,ota,business,MX,147.08,False,P001
2022-01-25,2022-01-20T00:00:00Z,6,direct,business,DE,166.22,False,P001
2022-01-25,2021-11-26T00:00:00Z,1,ota,leisure,CA,111.93,True,P001
2022-01-25,2021-12-22T00:00:00Z,3,direct,leisure,GB,141.69,False,P001
2022-01-25,2021-11-30T00:00:00Z,2,ota,business,GB,142.06,False,P001
